institutionCode;DayEventDate;MonthEventDate;YearEventData;Year_description;occurrenceID;Acronym;Catalogue number;GBIF tax ID;scientificName_accepted;scientificNameAuthorship;taxonID;taxonRank;kingdom;accordingTo_GBIF;scientificName;identificationRemarks;otherCatalogNumber;individualCount;typestatus;sex;locality;Country;geoReferenceRemarks;decimalLatitude;decimalLongitude;eventDate;Reference;Specifications;Other species;disposition;Phylum
Ugent;;;;unknown;Ugent:UGMD:103627;UGMD;103627;;;;;;;;Aphanolaimus boliviensi;collection and data is currently is under review;ZIRUG3627;2;;;mosses Hichu Kkota drainage bassin ;Bolivië;only georeferenced to country level;;;;;Bol 39, n. sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103628;UGMD;103628;136506297;Aphanolaimus brasiliensis de Waele & Coomans, 1993;de Waele & Coomans, 1993;7020420;SPECIES;Animalia;Hallan, 2000-;Aphanolaimus brasiliensis de Waele & Coomans, 1993 (Animalia);collection and data is currently is under review;ZIRUG3628;3;Holotype Paratype ;2 females;;Brazil;only georeferenced to country level;-14,235004;-51,92528;;;4/75-N7417, glycerine, n. sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103629;UGMD;103629;136506305;Aphanolaimus quechuae de Waele & Coomans, 1993;de Waele & Coomans, 1993;7020434;SPECIES;Animalia;Hallan, 2000-;Aphanolaimus quechuae de Waele & Coomans, 1993 (Animalia);collection and data is currently is under review;ZIRUG3629;1;Holotype   ;1 female;;Bolivië;only georeferenced to country level;;;;;Bol 39 bis, n. sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103630;UGMD;103630;136506305;Aphanolaimus quechuae de Waele & Coomans, 1993;de Waele & Coomans, 1993;7020434;SPECIES;Animalia;Hallan, 2000-;Aphanolaimus quechuae de Waele & Coomans, 1993 (Animalia);collection and data is currently is under review;ZIRUG3630;5;;;brooklet Hichu Kkota drainage bassin ;Bolivië;only georeferenced to country level;;;;;Bol 39 bis, n. sp.;Paraphanolaimus;in collection;Nematoda
Ugent;;03;1985;unknown;Ugent:UGMD:103631;UGMD;103631;136598372;Ischiodorylaimus minimus Khan, Jairajpuri & Ahmad, 1990;Khan, Jairajpuri & Ahmad, 1990;7017400;SPECIES;Animalia;Hallan, 2000-;Ischiodorylaimus minimus Khan, Jairajpuri & Ahmad, 1990 (Animalia);collection and data is currently is under review;ZIRUG3631;1;  Paratype ;1 male;Barhara, Gorakhpur, Uttar Pradesh;India;only georeferenced to country level;20,593684;78,96288;;https://www.researchgate.net/publication/233595511_Descriptions_of_Some_New_and_Known_Species_of_Dorylaim_Nematodes;n.sp.;;in collection;Nematoda
Ugent;;03;1985;unknown;Ugent:UGMD:103632;UGMD;103632;136598372;Ischiodorylaimus minimus Khan, Jairajpuri & Ahmad, 1990;Khan, Jairajpuri & Ahmad, 1990;7017400;SPECIES;Animalia;Hallan, 2000-;Ischiodorylaimus minimus Khan, Jairajpuri & Ahmad, 1990 (Animalia);collection and data is currently is under review;ZIRUG3632;1;  Paratype ;1 female;Barhara, Gorakhpur, Uttar Pradesh;India;only georeferenced to country level;20,593684;78,96288;;https://www.researchgate.net/publication/233595511_Descriptions_of_Some_New_and_Known_Species_of_Dorylaim_Nematodes;n.sp.;;in collection;Nematoda
Ugent;;11;1985;unknown;Ugent:UGMD:103633;UGMD;103633;136432941;Laevides symmetricus Khan, Jairajpuri & Ahmad, 1990;Khan, Jairajpuri & Ahmad, 1990;7018960;SPECIES;Animalia;Hallan, 2000-;Laevides symmetricus Khan, Jairajpuri & Ahmad, 1990 (Animalia);collection and data is currently is under review;ZIRUG3633;1;  Paratype ;1 female;soil around sugar cane, Barhara, Gorakhpur ,Uttar Pradesh;India;only georeferenced to country level;20,593684;78,96288;;;n.sp.;;in collection;Nematoda
Ugent;;11;1985;unknown;Ugent:UGMD:103634;UGMD;103634;136432941;Laevides symmetricus Khan, Jairajpuri & Ahmad, 1990;Khan, Jairajpuri & Ahmad, 1990;7018960;SPECIES;Animalia;Hallan, 2000-;Laevides symmetricus Khan, Jairajpuri & Ahmad, 1990 (Animalia);collection and data is currently is under review;ZIRUG3634;1;  Paratype ;1 male;soil around sugar cane, Barhara, Gorakhpur ,Uttar Pradesh;India;only georeferenced to country level;20,593684;78,96288;;;n.sp.;;in collection;Nematoda
Ugent;;11;1985;unknown;Ugent:UGMD:103635;UGMD;103635;136433682;Paratrichodorus paraporosus Khan, Jairajpuri & Ahmad, 1989;Khan, Jairajpuri & Ahmad, 1989;7015546;SPECIES;Animalia;Hallan, 2000-;Paratrichodorus paraporosus Khan, Jairajpuri & Ahmad, 1989 (Animalia);collection and data is currently is under review;ZIRUG3635;;Paratype;;Sakari, Bihar state;India;only georeferenced to country level;;;;;Het preparaat ontbreekt, op de map staat Decraemer;;missing;Nematoda
Ugent;;11;1985;unknown;Ugent:UGMD:103636;UGMD;103636;136433682;Paratrichodorus paraporosus Khan, Jairajpuri & Ahmad, 1989;Khan, Jairajpuri & Ahmad, 1989;7015546;SPECIES;Animalia;Hallan, 2000-;Paratrichodorus paraporosus Khan, Jairajpuri & Ahmad, 1989 (Animalia);collection and data is currently is under review;ZIRUG3636;;Paratype;;Sakari, Bihar state;India;only georeferenced to country level;;;;;Het preparaat ontbreekt, op de map staat Decraemer;;missing;Nematoda
Ugent;;03;1985;unknown;Ugent:UGMD:103637;UGMD;103637;136432700;Tylencholaimus notrus Khan, Jairajpuri & Ahmad, 1989;Khan, Jairajpuri & Ahmad, 1989;7018238;SPECIES;Animalia;Hallan, 2000-;Tylencholaimus notrus Khan, Jairajpuri & Ahmad, 1989 (Animalia);collection and data is currently is under review;ZIRUG3637;1;  Paratype ;1 female;host: Triticum vulgarevillage Sahjanwa, district Basti, Uttar Pradesh;India;only georeferenced to country level;20,593684;78,96288;;https://www.researchgate.net/publication/233595511_Descriptions_of_Some_New_and_Known_Species_of_Dorylaim_Nematodes;n. sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103638;UGMD;103638;;;;;;;;Paragynolaimus confusus;collection and data is currently is under review;ZIRUG3638;1;  Paratype ;1 female;Oryza sativavill. Sakari, district Madhuhani, Bihar State;India;only georeferenced to country level;20,593684;78,96288;;;n.sp.;;in collection;Nematoda
Ugent;15;6;1989;unknown;Ugent:UGMD:103639;UGMD;103639;136616674;Cladocephalus esseri Swart & Heyns, 1991;Swart & Heyns, 1991;7018853;SPECIES;Animalia;Hallan, 2000-;Cladocephalus esseri Swart & Heyns, 1991 (Animalia);collection and data is currently is under review;ZIRUG3639;5;  Paratype ;3 females;;;only georeferenced to country level;;;1989-06-15;;Florida 1, RAU 5565, nog 2 extra te determineren;2 extra te determineren;in collection;Nematoda
Ugent;15;6;1989;unknown;Ugent:UGMD:103640;UGMD;103640;136616674;Cladocephalus esseri Swart & Heyns, 1991;Swart & Heyns, 1991;7018853;SPECIES;Animalia;Hallan, 2000-;Cladocephalus esseri Swart & Heyns, 1991 (Animalia);collection and data is currently is under review;ZIRUG3640;5;  Paratype ;3 females;;;only georeferenced to country level;;;1989-06-15;;Florida 1, RAU 5560;Tylenchorhynchus 1/-/- paratype;in collection;Nematoda
Ugent;15;9;1982;1991;Ugent:UGMD:103641;UGMD;103641;;;Jaén;;;;;Chitwoodius parafosus;collection and data is currently is under review;ZIRUG3641;2;  Paratype ;2 females;;Spain;only georeferenced to country level;40,463667;-3,74922;1982-09-15;;;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103642;UGMD;103642;4555751;Chronogaster zujarensis Ocaa & Coomans, 1991;Ocaa & Coomans, 1991;4555751;SPECIES;Animalia;Fauna Europaea;Chronogaster zujarensis Ocaa & Coomans, 1991 (Animalia);collection and data is currently is under review;ZIRUG3642;4;;;;;only georeferenced to country level;;;;;Er zitten ook nog een aantal stukken van nematoden in het preparaat;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103643;UGMD;103643;116481288;Chronogaster cameroonensis Heyns & Coomans, 1984;Heyns & Coomans, 1984;4555752;;Animalia;;Chronogaster cameroonensis Heyns & Coomans, 1984 (Animalia);collection and data is currently is under review;ZIRUG3643;6;;;Granada sp. ;Spain;only georeferenced to country level;40,463667;-3,74922;;;Nog 3 extra te determineren, cf Ocana & Coomans, 356 c.c.;nog 3 extra te determineren;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103644;UGMD;103644;116481288;Chronogaster cameroonensis Heyns & Coomans, 1984;Heyns & Coomans, 1984;4555752;;Animalia;;Chronogaster cameroonensis Heyns & Coomans, 1984 (Animalia);collection and data is currently is under review;ZIRUG3644;5;;;Granada sp. ;Spain;only georeferenced to country level;40,463667;-3,74922;;;nog 3 extra te deteremineren, 367 c.c.;nog 3 extra te determineren;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103645;UGMD;103645;;;;;;;;Stegellatina laticularis;collection and data is currently is under review;ZIRUG3645;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt;;missing;?
Ugent;7;9;1989;unknown;Ugent:UGMD:103646;UGMD;103646;136430108;Hemicriconemoides minor Brzeski & Reay, 1982;Brzeski & Reay, 1982;7022519;SPECIES;Animalia;Hallan, 2000-;Hemicriconemoides minor Brzeski & Reay, 1982 (Animalia);collection and data is currently is under review;ZIRUG3646;7;;;"Kyeena Conservat. Parte; S. Australia ";Australia;only georeferenced to country level;-25,274398;133,775136;1989-09-07;;WINC 378B(a), coll: F. Reay & C. Lovett, 16/12/91 FA4:1alcohol, glycerol;;in collection;Nematoda
Ugent;7;9;1989;unknown;Ugent:UGMD:103647;UGMD;103647;136430108;Hemicriconemoides minor Brzeski & Reay, 1982;Brzeski & Reay, 1982;7022519;SPECIES;Animalia;Hallan, 2000-;Hemicriconemoides minor Brzeski & Reay, 1982 (Animalia);collection and data is currently is under review;ZIRUG3647;7;;;"Kyeena Conservat. Parte; S. Australia ";Australia;only georeferenced to country level;-25,274398;133,775136;1989-09-07;;WINC 378B(a), coll: F. Reay & C. Lovett, 16/12/91 FA4:1alcohol, glycerol;;in collection;Nematoda
Ugent;7;9;1989;unknown;Ugent:UGMD:103648;UGMD;103648;136430108;Hemicriconemoides minor Brzeski & Reay, 1982;Brzeski & Reay, 1982;7022519;SPECIES;Animalia;Hallan, 2000-;Hemicriconemoides minor Brzeski & Reay, 1982 (Animalia);collection and data is currently is under review;ZIRUG3648;7;;;"Kyeena Conservat. Parte; S. Australia ";Australia;only georeferenced to country level;-25,274398;133,775136;1989-09-07;;WINC 378B(a), coll: F. Reay & C. Lovett, 16/12/91 FA4:1alcohol, glycerol;;in collection;Nematoda
Ugent;15;6;1986;unknown;Ugent:UGMD:103649;UGMD;103649;;;Anderson Laumond;;;;;Nocturdonema daptvia;collection and data is currently is under review;ZIRUG3649;2;  Paratype ;2 males;;;only georeferenced to country level;;;1986-06-15;;glyc, 479g, classificatie is nergens te vinden;;in collection;?
Ugent;15;6;1986;unknown;Ugent:UGMD:103650;UGMD;103650;;;Anderson Laumond;;;;;Nocturdonema daptvia;collection and data is currently is under review;ZIRUG3650;5;  Paratype ;2 males;;;only georeferenced to country level;;;1986-06-15;;glyc, 479g, classificatie is nergens te vinden;;in collection;?
Ugent;10;8;1991;unknown;Ugent:UGMD:103651;UGMD;103651;136431023;Basiria paratumida Sakwe & Geraert, 1994;Sakwe & Geraert, 1994;7025270;SPECIES;Animalia;Hallan, 2000-;Basiria paratumida Sakwe & Geraert, 1994 [=> Basiria tumida Colbran, 1960] (Animalia);collection and data is currently is under review;ZIRUG3651;10;Holotype   ;1 female;;Cameroon;only georeferenced to country level;7,369722;12,354722;1991-08-10;;sp.n.;;in collection;Nematoda
Ugent;10;8;1991;unknown;Ugent:UGMD:103652;UGMD;103652;136431023;Basiria paratumida Sakwe & Geraert, 1994;Sakwe & Geraert, 1994;7025270;SPECIES;Animalia;Hallan, 2000-;Basiria paratumida Sakwe & Geraert, 1994 [=> Basiria tumida Colbran, 1960] (Animalia);collection and data is currently is under review;ZIRUG3652;21;;;;Cameroon;only georeferenced to country level;7,369722;12,354722;1991-08-10;;sp.n.;;in collection;Nematoda
Ugent;3;8;1991;unknown;Ugent:UGMD:103653;UGMD;103653;136513621;Geocenamus boghiae Choi & Geraert, 1993;Choi & Geraert, 1993;7023617;SPECIES;Animalia;Hallan, 2000-;Geocenamus boghiae Choi & Geraert, 1993 [=> Scutylenchus boghiae (Choi & Geraert, 1993)] (Animalia);collection and data is currently is under review;ZIRUG3653;7;  Paratype ;  4 female, 3 male  ;;;only georeferenced to country level;;;1991-08-03;;Fi353;;in collection;Nematoda
Ugent;24;9;1990;unknown;Ugent:UGMD:103654;UGMD;103654;136620858;Geocenamus myungsugae Choi & Geraert, 1994;Choi & Geraert, 1994;7023607;SPECIES;Animalia;Hallan, 2000-;Geocenamus myungsugae Choi & Geraert, 1994 [=> Scutylenchus myungsugae (Choi & Geraert, 1994)] (Animalia);collection and data is currently is under review;ZIRUG3654;10;;;Taxus cuspidata ;;only georeferenced to country level;;;1990-09-24;;Fi 150;;in collection;Nematoda
Ugent;24;9;1990;unknown;Ugent:UGMD:103655;UGMD;103655;136620858;Geocenamus myungsugae Choi & Geraert, 1994;Choi & Geraert, 1994;7023607;SPECIES;Animalia;Hallan, 2000-;Geocenamus myungsugae Choi & Geraert, 1994 [=> Scutylenchus myungsugae (Choi & Geraert, 1994)] (Animalia);collection and data is currently is under review;ZIRUG3655;10;;;Taxus cuspidata, chuncheon-shi ;South Korea;only georeferenced to country level;;;1990-09-24;;Fi 150;;in collection;Nematoda
Ugent;2;10;1990;unknown;Ugent:UGMD:103656;UGMD;103656;136431718;Geocenamus sobaekensis Choi & Geraert, 1993;Choi & Geraert, 1993;7023870;SPECIES;Animalia;Hallan, 2000-;Geocenamus sobaekensis Choi & Geraert, 1993 [=> Nagelus sobaekensis (Choi & Geraert, 1993)] (Animalia);collection and data is currently is under review;ZIRUG3656;7;Holotype Paratype ;7 females ;;;only georeferenced to country level;;;1990-10-02;;Fi181, n. sp.;;in collection;Nematoda
Ugent;3;5;1991;unknown;Ugent:UGMD:103657;UGMD;103657;;;;;;;;Geocenamus adakensis;collection and data is currently is under review;ZIRUG3657;5;;;Taxus disticum, pugui-myon ;Antarctica;only georeferenced to country level;;;1991-05-03;;Fi 365;;in collection;Nematoda
Ugent;7;10;1990;unknown;Ugent:UGMD:103658;UGMD;103658;143110073;Tylenchorhynchus;;2283943;GENUS;Animalia;;Tylenchorhynchus (Animalia);collection and data is currently is under review;ZIRUG3658;2;;;Acer mandshurium, Sobaeksan ;Iran;only georeferenced to country level;32,427908;53,688046;1990-10-07;;Fi 181;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103659;UGMD;103659;134607173;Scottnema cf. lindsayae N21_01;;;SPECIES;Metazoa;;Scottnema lindsayae (Metazoa);collection and data is currently is under review;ZIRUG3659;20;;;Taylor Valley, Antarctica ;Antarctica;only georeferenced to country level;;;;;Freckmann;;in collection;Nematoda
Ugent;22;12;1990;unknown;Ugent:UGMD:103660;UGMD;103660;;;J. Heyns;;;;;Xiphinema francoi;collection and data is currently is under review;ZIRUG3660;3;  Paratype ;3 females;;Madagascar;only georeferenced to country level;-18,766947;46,869107;1990-12-22;;IDE 19;;in collection;Nematoda
Ugent;22;12;1990;unknown;Ugent:UGMD:103661;UGMD;103661;;;J. Heyns;;;;;Xiphinema francoi;collection and data is currently is under review;ZIRUG3661;3;  Paratype ;3 females;;Madagascar;only georeferenced to country level;-18,766947;46,869107;1990-12-22;;JOE 19;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103662;UGMD;103662;;;;;;;;Metaphanoderma transvaalensis;collection and data is currently is under review;ZIRUG3662;1;Holotype   ;1 male;;? ?;only georeferenced to country level;;;;;Het preparaat ontbreekt;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103663;UGMD;103663;;;;;;;;Metaphanoderma marionensis;collection and data is currently is under review;ZIRUG3663;1;Holotype   ;1 male;;? ?;only georeferenced to country level;;;;;Het preparaat ontbreekt;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103664;UGMD;103664;;;;;;;;Thoracostoma beckleyi;collection and data is currently is under review;ZIRUG3664;1;Holotype   ;1 male;;? ?;only georeferenced to country level;;;;;Het preparaat ontbreekt;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103665;UGMD;103665;;;;;;;;Enoplus indianus;collection and data is currently is under review;ZIRUG3665;1;Holotype   ;1 male;;? ?;only georeferenced to country level;;;;;Het preparaat ontbreekt;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103666;UGMD;103666;136514673;Mesodorylaimus vulvastriatus Ahmad, 1993;Ahmad, 1993;7017247;SPECIES;Animalia;Hallan, 2000-;Mesodorylaimus vulvastriatus Ahmad, 1993 (Animalia);collection and data is currently is under review;ZIRUG3666;3;  Paratype ;2 females, 1 male;;India;only georeferenced to country level;20,593684;78,96288;;;n.sp., zoology depht., A.M. 4;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103667;UGMD;103667;136608207;Mesodorylaimus caudatus Ahmad, 1993;Ahmad, 1993;7017243;SPECIES;Animalia;Hallan, 2000-;Mesodorylaimus caudatus Ahmad, 1993 (Animalia);collection and data is currently is under review;ZIRUG3667;1;  Paratype ;1 female;;India;only georeferenced to country level;20,593684;78,96288;;;n.sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103668;UGMD;103668;;;;;;;;Paratimminema brevibullum;collection and data is currently is under review;ZIRUG3668;1;  Paratype ;1 female;;India;only georeferenced to country level;20,593684;78,96288;;;n.gen., n.sp., classificatie niet teruggevonden;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103669;UGMD;103669;;;;;;;;Mesodorylaimus lofe;collection and data is currently is under review;ZIRUG3669;2;  Paratype ;1 male, 1 female;;India;only georeferenced to country level;20,593684;78,96288;;;n.sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103670;UGMD;103670;136513013;Roqueus indicus Rahaman, Ahmad & Khan, 1993;Rahaman, Ahmad & Khan, 1993;7019669;SPECIES;Animalia;Hallan, 2000-;Roqueus indicus Rahaman, Ahmad & Khan, 1993 (Animalia);collection and data is currently is under review;ZIRUG3670;1;  Paratype ;1 female;;India;only georeferenced to country level;20,593684;78,96288;;;n.sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103671;UGMD;103671;136513108;Trachypleurosum indicum Khan, Ahmad & Rahaman, 1991;Khan, Ahmad & Rahaman, 1991;7018985;SPECIES;Animalia;Hallan, 2000-;Trachypleurosum indicum Khan, Ahmad & Rahaman, 1991 (Animalia);collection and data is currently is under review;ZIRUG3671;2;  Paratype ;1 male, 1 female;;India;only georeferenced to country level;20,593684;78,96288;;;n.sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103672;UGMD;103672;136513015;Scleroactinolaimus punctatus Ahmad, Khan & Ahmad, 1992;Ahmad, Khan & Ahmad, 1992;7018849;SPECIES;Animalia;Hallan, 2000-;Scleroactinolaimus punctatus Ahmad, Khan & Ahmad, 1992 (Animalia);collection and data is currently is under review;ZIRUG3672;1;  Paratype ;1 male;;India;only georeferenced to country level;20,593684;78,96288;;;n. gen., n. sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103673;UGMD;103673;136513015;Scleroactinolaimus punctatus Ahmad, Khan & Ahmad, 1992;Ahmad, Khan & Ahmad, 1992;7018849;SPECIES;Animalia;Hallan, 2000-;Scleroactinolaimus punctatus Ahmad, Khan & Ahmad, 1992 (Animalia);collection and data is currently is under review;ZIRUG3673;1;  Paratype ;1 female;;India;only georeferenced to country level;20,593684;78,96288;;;n. gen., n. sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103674;UGMD;103674;137324840;Ogma;Elis. Chaves;2284074;;;;Ogma (Life);collection and data is currently is under review;ZIRUG3674;2;;;;;only georeferenced to country level;;;;;plica, serieps tips;;in collection;Nematoda
Ugent;;;;;Ugent:UGMD:103675;UGMD;103675;136512333;Criconemoides decipiens (Loof & Barooti, 1991); (Loof & Barooti, 1991);7022285;SPECIES;Animalia;Hallan, 2000-;Criconemoides decipiens  (Loof & Barooti, 1991) (Animalia);collection and data is currently is under review;ZIRUG3675;3;  Paratype ;3 females;;Iran;only georeferenced to country level;32,427908;53,688046;;;glycerine;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103676;UGMD;103676;136430584;Trachypleurosum venezolanum Coomans, Vinciguerra & Loof, 1990;Coomans, Vinciguerra & Loof, 1990;7018986;SPECIES;Animalia;Hallan, 2000-;Trachypleurosum venezolanum Coomans, Vinciguerra & Loof, 1990 (Animalia);collection and data is currently is under review;ZIRUG3676;1;  Paratype ;1 female;;Venezuela;only georeferenced to country level;6,42375;-66,58973;;;4/84-N8945, glycerine;;in collection;Nematoda
